FIPS,State,County,MedHHInc,PerCapitaInc,PovertyUnder18Pct,PovertyAllAgesPct,Deep_Pov_All,Deep_Pov_Children,PovertyUnder18Num,PovertyAllAgesNum,PopChangeRate1819,PopChangeRate1019,TotalPopEst2019,NetMigrationRate1019,NaturalChangeRate1019,Net_International_Migration_Rate_2010_2019,PopChangeRate0010,NetMigrationRate0010,NaturalChangeRate0010,Immigration_Rate_2000_2010,PopDensity2010,Under18Pct2010,Age65AndOlderPct2010,WhiteNonHispanicPct2010,BlackNonHispanicPct2010,AsianNonHispanicPct2010,NativeAmericanNonHispanicPct2010,HispanicPct2010,MultipleRacePct2010,NonHispanicWhitePopChangeRate0010,NonHispanicBlackPopChangeRate0010,NonHispanicAsianPopChangeRate0010,NonHispanicNativeAmericanPopChangeRate0010,HispanicPopChangeRate0010,MultipleRacePopChangeRate0010,WhiteNonHispanicNum2010,BlackNonHispanicNum2010,AsianNonHispanicNum2010,NativeAmericanNonHispanicNum2010,HispanicNum2010,MultipleRaceNum2010,ForeignBornPct,ForeignBornEuropePct,ForeignBornMexPct,NonEnglishHHPct,Ed1LessThanHSPct,Ed2HSDiplomaOnlyPct,Ed3SomeCollegePct,Ed4AssocDegreePct,Ed5CollegePlusPct,AvgHHSize,FemaleHHPct,HH65PlusAlonePct,OwnHomePct,ForeignBornNum,TotalPopACS,ForeignBornAfricaPct,Ed3SomeCollegeNum,Ed2HSDiplomaOnlyNum,Ed1LessThanHSNum,TotalPop25Plus,Ed5CollegePlusNum,TotalOccHU,ForeignBornAsiaPct,Ed4AssocDegreeNum,ForeignBornEuropeNum,NonEnglishHHNum,HH65PlusAloneNum,OwnHomeNum,FemaleHHNum,TotalHH,ForeignBornCentralSouthAmPct,ForeignBornCentralSouthAmNum,ForeignBornCaribPct,ForeignBornCaribNum,ForeignBornAfricaNum,ForeignBornAsiaNum,ForeignBornMexNum,LandAreaSQMiles2010,Age65AndOlderNum2010,TotalPop2010,Under18Num2010,Net_International_Migration_2000_2010,NaturalChangeNum0010,NetMigrationNum0010,TotalPopEst2012,TotalPopEst2013,TotalPopEst2010,TotalPopEst2014,TotalPopEst2011,Net_International_Migration_2010_2019,NaturalChange1019,TotalPopEst2015,TotalPopEst2016,TotalPopEst2017,NetMigration1019,TotalPopEst2018,TotalPopEstBase2010,UnempRate2019,UnempRate2018,UnempRate2017,UnempRate2016,UnempRate2015,UnempRate2014,UnempRate2010,UnempRate2007,PctEmpChange1019,PctEmpChange1819,PctEmpChange0719,PctEmpChange0710,PctEmpAgriculture,PctEmpMining,PctEmpConstruction,PctEmpManufacturing,PctEmpTrade,PctEmpTrans,PctEmpInformation,PctEmpFIRE,PctEmpServices,PctEmpGovt,NumCivEmployed,UnempRate2011,NumCivLaborForce2011,NumEmployed2011,NumCivLaborForce2012,NumUnemployed2010,NumCivLaborForce2008,NumUnemployed2011,NumEmployed2010,NumCivLaborForce2010,NumUnemployed2009,NumEmployed2009,NumCivLaborForce2009,UnempRate2008,UnempRate2012,NumEmployed2008,UnempRate2009,NumUnemployed2008,NumUnemployed2015,NumUnemployed2019,NumCivLaborforce2019,NumUnemployed2018,NumEmployed2018,NumCivLaborforce2018,NumUnemployed2017,NumEmployed2017,NumCivLaborforce2017,NumUnemployed2016,NumEmployed2016,NumCivLaborforce2016,NumCivLaborforce2013,NumEmployed2015,NumEmployed2012,NumUnemployed2014,NumEmployed2014,NumCivLaborforce2014,UnempRate2013,NumUnemployed2013,NumEmployed2019,NumEmployed2013,NumUnemployed2007,NumEmployed2007,NumCivLaborforce2007,NumUnemployed2012,NumCivLaborforce2015,RuralUrbanContinuumCode2013,UrbanInfluenceCode2013,RuralUrbanContinuumCode2003,UrbanInfluenceCode2003,Metro2013,Nonmetro2013,Micropolitan2013,Type_2015_Update,Type_2015_Farming_NO,Type_2015_Manufacturing_NO,Type_2015_Mining_NO,Type_2015_Government_NO,Type_2015_Recreation_NO,Low_Education_2015_update,Low_Employment_2015_update,Population_loss_2015_update,Retirement_Destination_2015_Update,Perpov_1980_0711,PersistentChildPoverty_1980_2011,Hipov,HiAmenity,HiCreativeClass2000,Gas_Change,Oil_Change,Oil_Gas_Change,Metro2003,NonmetroNotAdj2003,NonmetroAdj2003,Noncore2003,EconomicDependence2000,Nonmetro2003,Micropolitan2003,FarmDependent2003,ManufacturingDependent2000,LowEducation2000,RetirementDestination2000,PersistentPoverty2000,Noncore2013,Type_2015_Nonspecialized_NO,Metro_Adjacent2013,PersistentChildPoverty2004,RecreationDependent2000
48051,TX,Burleson,53626,28732,23.7,14.8,5.454129228,10.26183549,948,2686,0.589,6.997,18443,7.594,-0.598,1.648,4.35,-2.86,3.64,0.809520933,26.08,23.54,17.5,68.05,12.01,0.15,0.28,18.42,1.9,2.95,-15.51,0,-11.11,31.31,3.16,11696,2064,25,48,3166,326,6.779376365,0.688574148,4.903991491,1.436185964,17.48951275,39.23846402,20.62762181,5.542110358,17.10229106,2.62,9.59431448,12.59994078,79.80456026,1211,17863,0.386273302,2557,4864,2168,12396,2120,6754,0.223926552,687,123,97,851,5390,648,6754,5.452611543,974,0,0,69,40,876,659.03,3007,17187,4045,134,602.5,-473,17433,17269,17237,17387,17328,284,-103,17611,17848,18053,1309,18335,17187,3.1,3.6,4.2,4.6,4.3,4.7,7.9,3.8,11.75,2.18,8.97,-2.49,4.139179925,6.583883068,10.6195835,10.69719312,11.79666279,6.363989135,0.362178243,2.638727202,42.5559436,4.242659423,7731,7.3,7764,7199,7666,619,7883,565,7251,7870,558,7584,8142,4.4,6.3,7539,6.9,344,337,259,8362,295,7930,8225,335,7657,7992,365,7507,7872,7697,7422,7184,361,7240,7601,6.2,475,8103,7222,296,7436,7732,482,7759,3,2,3,2,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,9,9,9,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0
48053,TX,Burnet,56696,30507,18.6,11,3.340407658,3.189971464,1872,5099,1.713,12.612,48155,12.563,0.049,-0.051,25.19,30.02,2.48,1.875090567,43,23.21,18.58,76.09,1.64,0.46,0.4,20.24,1.86,16.11,40,122.47,9.03,71.53,47.04,32530,700,198,169,8652,794,6.485245902,0.791256831,4.417486339,1.584663778,11.87295656,31.11318698,24.17561887,7.703565312,25.13467227,2.68,9.104397887,12.71885572,75.3160425,2967,45750,0.155191257,7764,9992,3813,32115,8072,16849,0.441530055,2474,362,267,2143,12690,1534,16849,5.038251366,2305,0,0,71,202,2021,994.26,7945,42750,9921,647,855.5,10357.5,43377,43580,42762,43954,43216,-22,21,44734,45817,46600,5372,47344,42711,2.7,2.9,3.2,3.5,3.6,4.3,6.8,3.4,21.23,2.99,9.35,-9.8,2.044032902,1.787913116,13.72703541,6.718218982,16.17494951,3.940304389,1.832241541,5.669112939,43.49110969,4.615081515,20303,6.7,20659,19265,20426,1374,22164,1394,18915,20289,1354,20870,22224,3.9,6,21306,6.1,858,770,640,23570,657,22264,22921,707,21567,22274,760,21226,21986,20802,20409,19209,926,20599,21525,5.5,1139,22930,19663,748,20970,21718,1217,21179,6,4,6,4,0,1,0,5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,5,1,0,0,0,0,1,0,1,0,1,0,1
48055,TX,Caldwell,52588,23881,20.7,14.1,9.533014549,12.89113924,2059,5850,1.165,14.523,43664,10.066,4.456,0.483,18.24,10.26,7.66,1.595218976,69.81,26.42,11.85,44.24,6.45,0.9,0.24,47.08,2.54,5.73,-8.15,237.25,0,37.67,9.52,16841,2456,344,90,17922,966,10.32825294,0.096616024,7.891113741,7.062381853,21.23796943,37.30137762,21.21532365,5.472730704,14.7725986,2.84,15.13799622,11.26654064,65.95085066,4276,41401,0.103862226,5621,9883,5627,26495,3914,13225,0.763266588,1450,40,934,1490,8722,2002,13225,9.193014661,3806,0.08212362,34,43,316,3267,545.26,4510,38066,10058,516.5,2480,3323.5,38682,39201,38127,39703,38470,184,1699,40419,41147,42328,3838,43161,38055,3.3,3.6,3.9,4.3,4.3,5.2,8.6,4.4,24.87,3.33,29.08,3.37,1.336315043,2.323551871,14.66673939,8.35605978,12.83953311,4.587105923,1.352678084,5.017999345,40.96760118,8.552416276,18334,8.4,16857,15437,16844,1436,15372,1420,15225,16661,1312,14428,15740,5.2,7.2,14570,8.3,802,755,658,19669,692,18399,19091,725,17785,18510,775,17161,17936,17125,16672,15636,898,16363,17261,6.6,1124,19011,16001,680,14728,15408,1208,17427,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
48057,TX,Calhoun,52085,26596,24,14.2,4.725361611,7.325733508,1239,3036,-0.995,-0.108,21290,-3.664,3.557,1.286,3.55,-5.71,5.98,4.028825692,42.18,26.52,15.13,45.81,2.43,4.41,0.17,46.41,2.06,-9.1,-0.38,41.8,-34.55,17.45,-7.93,9794,519,943,36,9922,441,11.69349292,0.421882882,6.841839776,6.575486586,19.26079447,33.29188256,24.50431779,7.958549223,14.98445596,2.83,12.49342451,11.61230931,70.77853761,2550,21807,0.215527124,3547,4819,2788,14475,2169,7604,3.984958958,1152,92,500,883,5382,950,7604,6.915210712,1508,0.064199569,14,47,869,1492,506.84,3234,21381,5671,833,1236.5,-1181.5,21575,21729,21313,21812,21359,274,758,21887,21948,21712,-781,21504,21382,3.2,4.1,5.8,5.6,4,4.8,8.8,4.4,26.83,9.51,33.26,5.07,3.976681241,2.029981262,11.81553196,25.74432646,10.18113679,2.831563606,0.551738497,3.62273579,35.6235686,3.62273579,9606,8.5,10602,9698,10423,897,9378,904,9285,10182,802,8644,9446,4.7,7.3,8934,8.5,444,451,392,12168,457,10753,11210,606,9891,10497,600,10171,10771,10844,10879,9658,529,10573,11102,6.2,672,11776,10172,408,8837,9245,765,11330,6,5,3,2,0,1,1,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9,1,0,0,0,3,0,0,0,1,1,0,0,0,0,1,0,0
48059,TX,Callahan,50330,24537,20.2,12,7.799442897,8.383233533,624,1661,-0.336,3.19,13943,5.092,-1.902,0.4,4.95,5.12,-0.3,0.306558013,15.06,23.81,18.2,89.08,1,0.41,0.45,7.57,1.82,2.06,400,64.71,-1.61,26.23,41.95,12065,135,56,61,1025,247,1.343500363,0.217864924,0.820624546,0.432412108,11.81903082,37.96824738,25.0077825,6.122237211,19.08270209,2.57,8.140627938,15.69843956,82.75991728,185,13770,0,2410,3659,1139,9637,1839,5319,0.254175744,590,30,23,835,4402,433,5319,0.820624546,113,0,0,0,35,113,899.37,2465,13544,3225,39.5,-38.5,660,13488,13502,13512,13505,13511,54,-257,13589,13789,13968,688,13990,13545,3.1,3.3,3.6,4.3,4.3,4.4,7.3,3.4,6.45,2.42,-11.45,-16.81,4.90851513,3.923293455,10.39760732,8.479943702,12.38564391,7.916959887,1.178747361,5.471498944,39.49683322,5.840957072,5684,7.2,6018,5587,5933,436,7102,431,5566,6002,413,6679,7092,3.6,6.1,6847,5.8,255,244,188,6113,200,5785,5985,215,5697,5912,247,5557,5804,5917,5488,5572,259,5579,5838,5.7,339,5925,5578,233,6691,6924,361,5732,3,2,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
48061,TX,Cameron,38106,16587,40.2,27.9,13.68883739,22.16330122,50998,117193,0.243,3.811,423163,-6.003,9.814,1.008,21.18,1.09,19.35,4.512485013,455.95,33.04,11.05,10.69,0.29,0.61,0.09,88.07,1.54,-10.79,31.13,63.34,15.27,26.53,-18.85,43427,1192,2486,385,357747,6247,23.53313574,0.225251926,21.71404861,16.59211755,32.81242364,25.95710539,16.92854699,7.028819054,17.27310493,3.39,20.40183464,9.145594025,66.65584284,99251,421750,0.046947244,41565,63733,80565,245532,42411,123185,0.605334914,17258,950,20439,11266,82110,25132,123185,22.47089508,94771,0.055008892,232,198,2553,91579,890.92,44891,406220,134199,15167.5,65047,3676,415877,417357,407630,419005,413201,4107,40003,419450,421350,422227,-24470,422139,406215,5.5,6.1,6.9,7.2,7.1,8.3,11.2,5.9,9.37,1.24,17.34,7.29,1.420308442,0.684440099,7.105986629,5.308537724,14.50086031,4.952349509,1.332689951,4.33711532,55.16345928,5.194252735,157501,11.5,165823,146773,166314,18145,145893,19050,144171,162316,14716,136689,151405,6.6,10.3,136275,9.7,9618,11587,9186,166861,10144,155750,165894,11535,154709,166244,11891,154064,165955,167093,151508,149171,13865,152683,166548,10,16654,157675,150439,8378,134375,142753,17143,163095,2,2,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,6,0,0,0,0,1,1,1,0,1,0,1,0
48063,TX,Camp,43714,20898,30.5,18.8,8.213053028,9.152642456,1039,2431,0.855,5.614,13094,2.541,3.073,2.662,7.38,6.32,5.27,5.528181189,63.33,27.05,16.07,58.85,17.2,0.48,0.31,21.35,2.74,-2.78,-3.09,210.53,52,55.13,174.19,7298,2133,59,38,2648,340,9.997658628,0.054632014,9.310856162,3.111679454,15.4583583,35.72198922,23.45116836,6.794487717,18.57399641,2.72,15.38789429,12.40409207,71.73913043,1281,12813,0,1957,2981,1290,8345,1550,4692,0.343401233,567,7,146,582,3366,722,4692,9.482556778,1215,0.062436588,8,0,44,1193,195.83,1993,12401,3355,639.5,609.5,731.5,12487,12462,12398,12657,12422,330,381,12699,12771,12845,315,12983,12401,4.2,4.9,5.6,6.8,6.1,6.1,9.1,4.5,-8.01,0.19,-10.06,-2.23,2.519564802,2.156900172,10.09734682,18.87764841,20.2901317,5.153655278,0.591715976,3.760259592,31.7617866,4.790990647,5239,8.9,5679,5171,5505,516,5559,508,5181,5697,509,5234,5743,4.8,8,5290,8.9,269,312,209,4975,243,4757,5000,284,4743,5027,345,4714,5059,5516,4781,5064,319,4906,5225,7.3,405,4766,5111,250,5299,5549,441,5093,6,6,6,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0
48065,TX,Carson,64799,32917,12.2,8.9,4.142905065,6.333333333,175,536,-1.348,-3.83,5926,-2.726,-1.104,0.308,-5.13,-6.84,1.38,0.292667899,6.72,25.67,17.16,88.53,0.57,0.31,0.91,8.49,1.7,-7.3,-7.89,137.5,19.15,14.63,14.13,5473,35,19,56,525,105,1.889920424,0.431034483,0.613395225,0,6.398809524,28.76984127,23.68551587,10.76388889,30.38194444,2.66,10.05785492,12.19403649,83.44459279,114,6032,0.099469496,955,1160,258,4032,1225,2247,0.530503979,434,26,0,274,1875,226,2247,0.613395225,37,0,0,6,32,37,920.22,1061,6182,1587,19,89.5,-444,6089,5988,6162,6036,6238,19,-68,6013,6096,6005,-168,6007,6184,2.6,2.8,3.2,3.3,3.2,3.4,5.4,3.1,-7.51,0.72,-9.64,-2.31,8.215395236,4.21125302,9.561615464,11.97790818,6.938211943,5.419399379,0.897480152,3.658957542,42.66482568,6.4549534,2897,5,3425,3254,3291,182,3286,171,3171,3353,190,3071,3261,3.3,4.6,3177,5.8,109,98,78,3011,84,2912,2996,98,2932,3030,101,2995,3096,3178,2970,3141,106,3049,3155,4.4,141,2933,3037,103,3246,3349,150,3068,2,2,3,2,1,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,9,0,9,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
48067,TX,Cass,44154,22545,32,20.4,7.822681387,13.22043969,2140,6059,-0.266,-1.415,30026,0.417,-1.832,0.236,0.09,-2.02,-1.44,0.203866895,32.51,23.19,19.09,77.21,17.39,0.29,0.44,3.46,1.39,-0.08,-10.41,102.27,2.31,100.19,32.92,23522,5299,89,133,1053,424,1.947685047,0.179479509,1.243061787,0.313851896,14.50872794,43.30857656,18.59596007,7.223615119,16.3631203,2.52,12.1045042,13.98761557,78.08974468,586,30087,0,3931,9155,3067,21139,3459,11789,0.235982318,1527,54,37,1649,9206,1427,11789,1.532223219,461,0,0,0,71,374,936.96,5815,30464,7065,62,-437.5,-614,30031,30237,30457,30123,30281,72,-558,30140,30058,29966,127,30106,30469,4.3,5,5.9,7.2,6.8,7.6,11.2,5.3,0.43,1.84,-3.13,-3.54,1.937150237,1.95436935,8.463194146,11.23547137,17.88204907,4.459750323,0.611278519,3.486870426,45.44984933,4.520017219,11615,10.7,13305,11888,12827,1493,12887,1417,11844,13337,1513,11824,13337,6.1,9.2,12106,11.3,781,825,535,12430,616,11680,12296,725,11467,12192,880,11384,12264,12596,11344,11650,939,11359,12298,9.2,1159,11895,11437,693,12279,12972,1177,12169,6,6,6,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,9,0,0,1,1,3,1,0,0,1,0,0,0,1,1,1,0,0
48069,TX,Castro,45689,20915,24.2,17.5,7.282693814,14.4766147,523,1328,-0.764,-7.334,7530,-13.832,6.498,4.369,-2.69,-21.92,8.49,1.980799611,9.01,31.29,13.36,37.26,1.85,0.37,0.36,59.89,1.61,-20.21,-18.13,2900,-6.45,12.83,-23.53,3004,149,30,29,4828,130,20.07191473,0,17.83742134,14.81042654,26.16069536,32.18147127,22.62030952,4.19758321,14.83994064,3.04,13.23064771,10.22906793,59.04423381,1563,7787,0,1067,1518,1234,4717,700,2532,0.654937717,198,0,375,259,1495,335,2532,19.36560935,1508,0,0,0,51,1389,894.43,1077,8062,2523,163,699,-1803.5,8262,8120,8126,7927,8094,355,528,7787,7765,7696,-1124,7588,8063,2.8,2.8,3.3,3.1,3.4,4,5.4,3.7,-14.76,-0.86,1.21,18.74,25.50901687,0.116346713,4.944735311,6.137289122,17.51018034,9.918557301,0.843513671,3.781268179,27.3414776,3.897614892,3438,5,4091,3886,4060,223,3600,205,3915,4138,177,3516,3693,3.6,4.4,3472,4.8,128,122,96,3433,98,3366,3464,112,3282,3394,107,3387,3494,3785,3494,3882,152,3650,3802,4.7,178,3337,3607,126,3297,3423,178,3616,6,6,6,6,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0
48071,TX,Chambers,89513,34372,10.9,8.5,5.025628204,7.218797463,1280,3593,3.813,23.638,43837,17.608,6.03,1.317,34.82,18.18,6.69,2.119291278,58.77,28.52,9.39,70.57,8.03,0.93,0.38,18.91,2.12,22.55,11.56,89.53,59.52,136.12,142.02,24767,2817,326,134,6635,743,8.855355902,0.578278566,6.055792713,6.452805085,12.71418512,29.12526406,28.43282998,8.254440185,21.47328065,2.96,10.10422056,8.988099638,83.92342376,3568,40292,0,7268,7445,3250,25562,5489,13529,1.491611238,2110,233,873,1216,11354,1367,13529,6.512459049,2624,0.084383997,34,0,601,2440,597.14,3294,35096,10011,555,1752.5,4762,36508,37367,35456,38296,35699,467,2138,39028,40163,41269,6243,42227,35107,4.5,5.4,6.5,6.1,5.3,5.8,9.7,4.6,24.03,2.01,41.16,13.81,1.48139835,1.992031873,12.50771562,20.50389989,12.13736603,8.473149655,0.701419673,5.953650188,34.86897481,1.380393917,17821,9.3,16802,15242,17150,1608,14270,1560,14999,16607,1395,13953,15348,5.7,8,13463,9.1,807,948,885,19489,1031,18238,19269,1229,17693,18922,1106,17098,18204,17485,16861,15771,1029,16834,17863,7.3,1283,18604,16202,637,13179,13816,1379,17809,1,1,1,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9,9,9,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
48073,TX,Cherokee,43483,21520,24.6,17.4,7.192470511,11.40425532,3253,8623,0.506,3.347,52646,-0.326,3.673,0.302,8.97,-0.29,5.02,3.27420389,48.29,25.91,14.96,62.72,14.56,0.43,0.25,20.65,2.17,-1.41,-0.11,24.86,-12.59,69.94,76.04,31892,7401,221,125,10499,1102,9.881895074,0.238907192,8.681579099,5.089186176,20.66528681,31.46067416,23.65759905,7.33885275,16.87758723,2.73,13.3277592,11.18171683,71.85061315,5129,51903,0.04238676,8001,10640,6989,33820,5708,17940,0.358360788,2482,124,913,2006,12890,2391,17940,8.970579735,4656,0.163767027,85,22,186,4506,1052.91,7608,50845,13173,1532,2351,-133.5,51277,51093,50941,51189,51090,154,1871,51568,51879,52116,-166,52381,50834,3.8,4.1,4.5,5.1,5.2,5.8,8.8,4.8,0.91,0.49,4.44,3.49,3.236102927,2.951286584,10.04223139,10.47436653,13.99037517,4.468670202,1.443724219,4.134747594,43.20369279,6.054802593,20364,8.1,22209,20404,21979,1932,20325,1805,19961,21893,1846,19119,20965,5.8,7.2,19140,8.8,1185,1077,793,20936,855,20044,20899,942,19837,20779,1075,20115,21190,21534,19824,20388,1229,19977,21206,6.9,1493,20143,20041,965,19287,20252,1591,20901,6,5,6,5,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,2,0,2,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0
48075,TX,Childress,42291,20234,25.4,21.2,4.830917874,4.331590739,360,1180,-0.123,3.338,7306,2.673,0.665,0.368,-8.42,-2.77,1.08,1.022668056,10.11,21.42,15.13,61.45,9.71,0.67,0.4,26.77,1.43,-12.11,-36.31,104.35,21.74,19.76,-28.37,4327,684,47,28,1885,101,10.26847495,0.08303349,8.912261279,1.789709172,16.07503025,38.90681727,21.64179104,6.07099637,17.30536507,2.6,9.351230425,15.70469799,58.65771812,742,7226,0,1073,1929,797,4958,858,2235,0.373650706,301,6,40,351,1311,209,2235,9.54885137,690,0.262939386,19,0,27,644,696.4,1065,7041,1508,78.5,83,-212.5,7100,7055,7070,7196,7027,26,47,7169,7204,7269,189,7315,7041,2.7,2.6,3,3,3.1,3.6,5.6,4.8,-3.59,-0.07,0.24,3.98,4.248482685,0.928239914,8.996786862,10.24634059,11.28168511,7.140307033,0,2.677615137,42.87754373,11.60299893,2801,5.2,3084,2925,2969,178,3052,159,2979,3157,200,3098,3298,5,4.4,2900,6.1,152,89,80,2952,77,2874,2951,86,2824,2910,88,2870,2958,2936,2780,2838,104,2762,2866,4.3,125,2872,2811,145,2865,3010,131,2869,7,11,7,11,0,1,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,1,0,0,1,0,0,0,0
48077,TX,Clay,58356,27678,16.9,10.9,4.914841849,10.25641026,348,1125,0.22,-2.477,10471,0.307,-2.785,0.633,-2.31,-1.15,-0.56,0.018076645,9.88,22.71,17.85,92.46,0.49,0.26,1.07,4.34,1.68,-3.64,23.26,154.55,12.75,15.59,16.03,9941,53,28,115,467,181,2.695677289,0.134783864,1.896601521,0.123609394,9.380838004,39.47157726,24.31278356,8.246597278,18.5882039,2.55,5.587144623,14.3881335,84.94437577,280,10387,0,1822,2958,703,7494,1393,4045,0.51988062,618,14,5,582,3436,226,4045,2.041012804,212,0,0,0,54,197,1088.72,1919,10752,2442,2,-62.5,-127.5,10523,10455,10737,10377,10668,68,-299,10359,10251,10484,33,10448,10754,3.1,3.1,3.5,4.4,4.4,4.6,7.5,3.5,-6.62,0.29,-20.21,-14.56,5.464982778,3.880597015,5.878300804,11.82548794,14.07577497,4.592422503,1.607347876,4.890929966,43.14580941,4.638346728,4355,6.5,5516,5159,5319,415,6039,357,5124,5539,417,5657,6074,3.9,5.6,5804,6.9,235,215,151,4936,155,4771,4926,172,4731,4903,209,4584,4793,5141,4698,5021,229,4796,5025,5.5,284,4785,4857,215,5997,6212,298,4913,3,2,3,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
48079,TX,Cochran,42873,21014,31.8,21.9,11.25043539,20.42606516,235,609,0.777,-9.342,2853,-14.363,5.021,3.908,-16.17,-29.79,6.65,1.348799568,4.03,29.36,14.87,42.5,3.52,0.1,0.38,52.89,2.69,-28.7,-34.52,-62.5,-33.33,0.49,-11.58,1329,110,3,12,1654,84,14.01515152,0.103305785,13.2231405,11.24497992,32.28051392,30.88865096,22.43040685,6.156316916,8.244111349,2.8,14.85943775,13.05220884,78.21285141,407,2904,0,419,577,603,1868,154,996,0,115,3,112,130,779,148,996,13.91184573,404,0,0,0,0,384,775.15,465,3127,918,50,246.5,-1104.5,3028,3009,3147,2945,3082,123,158,2977,2921,2853,-452,2831,3127,3.4,4.3,4.6,5.1,5.1,5.1,8.1,4.9,-22.5,3.14,-22.72,-0.28,25.76636288,10.52195526,5.550952775,3.314001657,8.69925435,10.02485501,0.414250207,3.47970174,26.84341342,5.385252693,1207,8.5,1498,1371,1447,124,1501,127,1400,1524,97,1409,1506,4.7,7.5,1430,6.4,71,67,38,1123,47,1052,1099,52,1081,1133,60,1114,1174,1403,1251,1338,71,1328,1399,6.6,93,1085,1310,73,1404,1477,109,1318,9,10,9,10,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,9,9,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0
48081,TX,Coke,44804,24768,21.4,14.1,4.051915163,4.79338843,149,469,0.954,2.049,3387,6.93,-4.881,-0.09,-14.08,-8.08,-6.61,-0.026014568,3.64,21.05,25.96,79.85,0.21,0.15,0.57,18.13,1.93,-13.9,-90.54,66.67,-29.63,-7.81,18.52,2651,7,5,19,602,64,3.267175573,0.091603053,2.778625954,3.710575139,16.05188488,35.14389947,24.48317795,7.215241184,17.10579651,1.96,8.286951144,15.02782931,74.82993197,107,3275,0,604,867,396,2467,422,1617,0.183206107,178,3,60,243,1210,134,1617,2.992366412,98,0,0,0,6,91,911.47,862,3320,699,-1,-254,-310.5,3202,3180,3319,3217,3266,-3,-162,3227,3259,3285,230,3355,3317,3.2,3.4,3.7,4.2,4.1,4.3,6.1,5.5,-4.73,0.28,8.3,13.68,3.89794472,5.244507442,5.882352941,3.26009922,14.45783133,14.03260099,0.708717222,2.905740609,44.0822112,5.52799433,1411,5.7,1536,1448,1473,96,1282,88,1479,1575,107,1215,1322,7.7,5.1,1183,8.1,99,57,47,1456,49,1405,1454,52,1348,1400,59,1362,1421,1459,1342,1398,62,1378,1440,5.1,74,1409,1385,76,1301,1377,75,1399,8,7,8,7,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,1,0,0,0,0,1,0,1,0,1,0,1
